ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
41
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 7.4951030000000003e+00
0.0000000000000000e+00 7.4951780000000001e+00
0.0000000000000000e+00 2.0111915000000000e+01
ITEM: ATOMS id x y z fx fy fz 
1 0.773571 2.66154 1.05131 -0.656769 -0.0103989 -4.36986 
2 4.51013 2.66157 1.03756 0.371079 -0.00673711 -3.71327 
3 6.38463 0.790599 1.04452 0.307787 -0.140011 -4.56561 
4 0.770339 6.40938 1.04317 -0.197922 -0.0319075 -4.17887 
5 2.64415 4.5318 1.04824 -0.25532 0.334886 -3.87158 
6 4.50946 6.40938 1.05109 0.300905 -0.0253513 -4.34977 
7 6.38453 4.5327 1.0442 0.317119 0.103692 -4.55052 
8 0.765027 0.788 2.72165 0.0124824 0.119451 13.4668 
9 2.64896 2.66149 2.73524 -1.1136 -0.00833459 13.2559 
10 4.51641 0.794888 2.72983 0.00338057 -1.0764 13.6438 
11 6.38171 2.66151 2.72376 1.02604 -0.0103673 14.0168 
12 2.64017 6.40901 2.72684 0.310834 -0.0101287 13.1879 
13 4.51635 4.52815 2.72961 0.00864151 1.02842 13.6653 
14 6.38677 6.40895 2.71654 0.0501525 -0.0042434 13.8191 
15 0.7566 2.66107 4.47697 -0.678838 -0.000889266 -4.09298 
16 2.63258 0.77916 4.47304 0.175502 0.16141 -3.8053 
17 4.52662 2.66115 4.49224 0.611462 -0.00924674 -8.18805 
18 6.39708 0.778954 4.48046 -0.134447 0.134282 -2.64527 
19 0.754986 6.40855 4.46843 -0.785555 0.0113786 -0.672885 
20 2.6325 4.5429 4.47304 0.179358 -0.139139 -3.78516 
21 4.52644 6.40866 4.47779 0.177085 -0.000172245 -4.21538 
22 6.39699 4.54309 4.48052 -0.128427 -0.114554 -2.65221 
23 0.763751 0.780515 6.23757 9.845 -0.593966 -8.19173 
24 4.51972 0.786598 6.20593 -11.1549 15.0931 11.8203 
25 6.3893 2.66062 6.23245 -14.1464 -0.00242366 -1.02298 
26 0.763614 4.54069 6.23752 9.87679 0.646727 -8.18907 
27 2.62985 6.40841 6.20603 0.460151 0.0125735 3.46943 
28 4.51962 4.53492 6.20587 -11.152 -15.0632 11.7691 
29 0.821387 2.6603 7.88687 20.4161 0.046015 15.4048 
30 0.818326 6.40821 7.91747 19.9632 -0.00559568 12.5404 
31 4.46014 6.40792 7.88646 -20.5182 0.0480002 15.2671 
32 6.37285 4.51923 7.92774 -15.5068 -15.5655 7.87912 
33 2.64424 0.791589 1.0484 -0.264444 -0.38512 -3.87549 
34 0.764907 4.5349 2.72141 0.0229899 -0.145261 13.4904 
35 2.6406 2.66065 6.1795 16.1602 0.0254501 24.7266 
36 6.39154 6.4083 6.26756 1.35623 0.0262283 -19.9179 
37 6.37276 0.801733 7.92829 -15.5926 15.6937 7.88086 
38 2.656 0.798388 7.81733 -12.6167 -12.6247 -32.6929 
39 2.65558 4.52292 7.81649 -12.8028 12.8229 -32.842 
40 4.47035 2.66113 7.86156 40.3847 0.861646 -241.171 
41 4.44433 2.65354 9.51341 -4.63137 -1.19616 188.256 
ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
41
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 7.4951030000000003e+00
0.0000000000000000e+00 7.4951780000000001e+00
0.0000000000000000e+00 2.0111915000000000e+01
ITEM: ATOMS id x y z fx fy fz 
1 0.773571 2.66154 1.05131 -0.65677 -0.0103989 -4.36986 
2 4.51013 2.66157 1.03756 0.37108 -0.0067371 -3.71327 
3 6.38463 0.790599 1.04452 0.307785 -0.140012 -4.56561 
